Stock Symbol,Strategy Name,Trade Type,Trade Entry Time,Trade Exit Time,Entry Price,Exit Price,Reason for Exit,Profit/Loss
INFY.NS,rsi_strategy,Sell,2024-09-03 00:00:00+05:30,2024-09-12 00:00:00+05:30,1919.3955078125,1928.491943359375,Trailing Stop Loss,-31.677074013397135
INFY.NS,rsi_strategy,Buy,2024-10-31 00:00:00+05:30,2024-11-07 00:00:00+05:30,1757.25,1803.050048828125,Trailing Stop Loss,173.3834205106759
INFY.NS,rsi_strategy,Sell,2024-11-22 00:00:00+05:30,2024-11-26 00:00:00+05:30,1902.25,1924.1500244140625,Trailing Stop Loss,-78.58260357961305
INFY.NS,moving_average_crossover,Buy,2021-03-15 00:00:00+05:30,2021-03-18 00:00:00+05:30,1262.7862548828125,1229.23095703125,Trailing Stop Loss,-265.7242880322328
INFY.NS,moving_average_crossover,Buy,2021-03-19 00:00:00+05:30,2021-03-24 00:00:00+05:30,1235.988037109375,1244.5377197265625,Trailing Stop Loss,67.33476809384082
INFY.NS,moving_average_crossover,Buy,2021-03-25 00:00:00+05:30,2021-03-31 00:00:00+05:30,1226.1971435546875,1257.6842041015625,Trailing Stop Loss,251.69191125979813
INFY.NS,moving_average_crossover,Buy,2021-04-01 00:00:00+05:30,2021-04-12 00:00:00+05:30,1273.4505615234375,1310.729248046875,Trailing Stop Loss,294.29796467563744
INFY.NS,moving_average_crossover,Buy,2021-04-13 00:00:00+05:30,2021-04-15 00:00:00+05:30,1284.4365234375,1250.972900390625,Trailing Stop Loss,-269.58762962149905
INFY.NS,moving_average_crossover,Buy,2021-04-16 00:00:00+05:30,2021-04-23 00:00:00+05:30,1244.5377197265625,1226.1971435546875,Trailing Stop Loss,-148.51824668667072
INFY.NS,moving_average_crossover,Buy,2021-04-26 00:00:00+05:30,2021-05-04 00:00:00+05:30,1235.1605224609375,1222.152099609375,Signal,-104.57512245995008
INFY.NS,moving_average_crossover,Sell,2021-05-05 00:00:00+05:30,2021-05-06 00:00:00+05:30,1233.2757568359375,1251.75439453125,Trailing Stop Loss,-147.21048733957036
INFY.NS,moving_average_crossover,Sell,2021-05-07 00:00:00+05:30,2021-05-18 00:00:00+05:30,1243.4344482421875,1231.8970947265625,Trailing Stop Loss,89.79576576075829
INFY.NS,moving_average_crossover,Sell,2021-05-19 00:00:00+05:30,2021-05-21 00:00:00+05:30,1229.1390380859375,1245.22705078125,Trailing Stop Loss,-127.84537282663054
INFY.NS,moving_average_crossover,Sell,2021-05-24 00:00:00+05:30,2021-05-25 00:00:00+05:30,1239.2974853515625,1251.75439453125,Trailing Stop Loss,-96.89389462939258
INFY.NS,moving_average_crossover,Sell,2021-05-26 00:00:00+05:30,2021-05-31 00:00:00+05:30,1284.5281982421875,1295.137451171875,Signal,-78.81618447798782
INFY.NS,moving_average_crossover,Buy,2021-06-01 00:00:00+05:30,2021-07-01 00:00:00+05:30,1289.0506591796875,1449.9962158203125,Trailing Stop Loss,1181.6297199375254
INFY.NS,moving_average_crossover,Buy,2021-07-02 00:00:00+05:30,2021-07-06 00:00:00+05:30,1456.872802734375,1451.6688232421875,Trailing Stop Loss,-38.02622589501253
INFY.NS,moving_average_crossover,Buy,2021-07-07 00:00:00+05:30,2021-07-12 00:00:00+05:30,1453.8990478515625,1438.334228515625,Trailing Stop Loss,-113.55990725059573
